GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	ATAC_ABC_count	ATAC_CHiCAGO_count	H3K27ac_ABC_count	H3K27ac_CHiCAGO_count	H3K4me3_ABC_count	H3K4me3_CHiCAGO_count	RE_ABC_count	RE_CHiCAGO_count
OR2C3	3.333333333333333													
OR2D2	0.0	1.0	0.0	0.0	0.0	0.0								
OR2F1	26.0	1.0	2.0	6.0	0.0	6.0	2.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0
OR2G6	87.5	1.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0
OR2H2	4.5	1.0	1.0	0.0	0.0	1.0								
OR2I1P	10.666666666666666													
OR2J2	19.0													
OR2J3	2.0	1.0	0.0	0.0	0.0	0.0								
OR2L13	7.333333333333333													
OR2L1P	0.5													
OR2L2	97.16666666666669													
OR2L3	1.3333333333333333													
OR2L5	1.3333333333333333													
OR2L6P	0.0													
OR2L8	0.5													
OR2L9P	0.1666666666666666													
OR2M3	256.0													
OR2M4	51.66666666666666	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OR2R1P	0.0													
OR2S1P	4.0													
OR2T11	1.0	2.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0
OR2T12	199.33333333333331	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OR2T2	0.0													
OR2T3	0.0													
OR2T33	44.0	2.0	5.0	2.0	1.0	7.0	5.0	0.0	2.0	0.0	1.0	0.0	7.0	0.0
OR2T7	1.3333333333333333													
OR2V1	4.833333333333333	2.0	3.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0
OR2V2	58.66666666666666	4.0	7.0	0.0	2.0	7.0	7.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0
OR2W3	4.166666666666667	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OR2X1P	6.0													
OR3A1	128.33333333333334													
OR3A2	117.83333333333331													
OR3A3	61.5	12.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
OR4D1	49.5	5.0	4.0	0.0	1.0	4.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	2.0
OR4D9	335.8333333333333	4.0	8.0	0.0	3.0	8.0	8.0	0.0	0.0	0.0	3.0	0.0	8.0	0.0
OR4E1	5.666666666666667													
OR4E2	4.333333333333333	7.0	5.0	1.0	1.0	6.0	5.0	0.0	1.0	0.0	1.0	0.0	6.0	0.0
OR4F13P	1.1666666666666667													
OR4F15	27.83333333333333	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OR4F17	707.5													
OR4F21	0.0													
OR4G1P	0.3333333333333333													
OR4K13	31.666666666666668													
OR4K16P	3.333333333333333													
OR4K17	112.66666666666669													
OR4K2	2.333333333333333	13.0	3.0	1.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
OR4P4	7.166666666666667													
OR4Q3	2.833333333333333	10.0	0.0	0.0	0.0	0.0								
OR51B5	25.83333333333333	1.0	0.0	0.0	0.0	0.0								
OR51D1	8.166666666666666	2.0	4.0	0.0	2.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0
OR51E2	40.0	2.0	0.0	0.0	0.0	0.0								
OR51I2	0.8333333333333334													
OR51L1	17.833333333333332	4.0	0.0	0.0	0.0	0.0								
OR51M1	59.66666666666666	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OR52A1	41.16666666666666													
OR52B5P	21.83333333333333													
OR52B6	0.0													
OR52E4	18.83333333333333	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR52I1	115.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR52I2	0.3333333333333333	4.0	0.0	0.0	0.0	0.0								
OR52K1	32.833333333333336	11.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
OR52K3P	0.0													
OR52M1	0.0	1.0	0.0	0.0	0.0	0.0								
OR52N1	15.333333333333334	5.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
OR52N2	8.333333333333334	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
OR52N3P	0.0													
OR52N4	1.1666666666666667													
OR52P1P	6.166666666666667													
OR52U1P	0.3333333333333333													
OR52V1P	0.0													
OR55B1P	15.833333333333334													
OR56A1	38.66666666666666	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
OR56A4	95.5	10.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
OR56B1	0.5													
OR5A1	105.33333333333331	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OR5A2	109.83333333333331	7.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
OR5AN1	5.0													
OR5AS1	666.5													
OR5AU1	102.83333333333331	2.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
OR5B21	0.8333333333333334													
OR5BA1P	200.66666666666663													
OR5H1	5.5													
OR5H14	64.16666666666667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR5K2	0.8333333333333334													
OR5M2P	24.166666666666668													
OR5T2	0.3333333333333333													
OR6A2	0.0													
OR6B1	4.5	1.0	2.0	6.0	0.0	6.0	2.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0
OR6C4	32.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR6C6	17.333333333333332	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR6C66P	42.333333333333336													
OR6C75	41.333333333333336	3.0	0.0	0.0	0.0	0.0								
OR6D1P	24.33333333333333													
OR6J1	111.16666666666669	3.0	8.0	7.0	0.0	10.0	8.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0
OR6K1P	19.666666666666668													
OR6K3	31.166666666666668													
OR6L2P	0.0													
OR6R2P	5.166666666666667													
OR6U2P	11.333333333333334													
OR6Y1	129.66666666666666													
OR7A17	143.83333333333334	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OR7A19P	0.0													
OR7A2P	2.333333333333333													
OR7A5	4.5	2.0	0.0	0.0	0.0	0.0								
OR7C1	170.16666666666666	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OR7D2	247.66666666666663													
OR7D4	81.33333333333333	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OR7E100P	0.0													
OR7E104P	3.333333333333333													
OR7E117P	3.6666666666666665													
OR7E122P	91.5													
OR7E125P	1.1666666666666667													
OR7E126P	9.333333333333334													
OR7E128P	17.333333333333332													
OR7E148P	1.5													
OR7E14P	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR7E156P	1.8333333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR7E162P	0.6666666666666666													
OR7E19P	0.6666666666666666													
OR7E21P	0.0													
OR7E24	0.0													
OR7E25P	204.33333333333331													
OR7E38P	82.33333333333333													
OR7E46P	2.333333333333333													
OR7E47P	0.0													
OR7E7P	0.6666666666666666													
OR7E84P	3.5													
OR7E91P	0.0													
OR7E94P	99.5													
OR7G2	129.33333333333334													
OR7M1P	11.166666666666666													
OR8A1	87.16666666666667													
OR8B8	19.83333333333333	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR8B9P	111.0													
OR8D1	7.166666666666667	10.0	7.0	1.0	1.0	8.0	7.0	0.0	1.0	0.0	1.0	0.0	8.0	0.0
OR8D4	10.333333333333334	2.0	0.0	0.0	0.0	0.0								
OR8G1	4.333333333333333	2.0	2.0	1.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0
OR8H1	19.5													
OR8H2	5.0													
OR8J3	3.8333333333333335	1.0	0.0	0.0	0.0	0.0								
OR8S21P	2.833333333333333													
OR8T1P	2.833333333333333													
OR9H1P	104.5													
OR9K1P	33.666666666666664													
OR9M1P	1.1666666666666667													
ORAI1	341.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
ORAI2	5207.666666666667	6.0	8.0	3.0	0.0	7.0	5.0	3.0	3.0	0.0	0.0	0.0	4.0	3.0
ORAI3	534.0													
ORC1	85.83333333333333													
ORC2	1641.3333333333333	14.0	8.0	16.0	6.0	19.0								
ORC3	1148.1666666666667													
ORC4	3170.833333333333													
ORC5	776.1666666666666													
ORC6	251.33333333333331	3.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
ORM1	4.166666666666667	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORM2	7.666666666666667	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ORMDL1	1076.0													
ORMDL2	1553.5	8.0	8.0	2.0	3.0	8.0								
ORMDL3	1196.8333333333333	3.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
OS9	4017.5	19.0	9.0	0.0	1.0	9.0								
OSBP	693.0	18.0	21.0	2.0	6.0	21.0	16.0	5.0	1.0	1.0	5.0	1.0	16.0	5.0
OSBP2	64.83333333333333													
OSBPL10	313.8333333333333													
OSBPL11	368.6666666666667	1.0	0.0	0.0	1.0	0.0								
OSBPL1A	184.66666666666663	2.0	4.0	1.0	1.0	5.0	3.0	1.0	1.0	0.0	0.0	1.0	4.0	1.0
OSBPL2	1170.3333333333333	1.0	0.0	0.0	0.0	0.0								
OSBPL3	348.1666666666667	83.0	49.0	5.0	1.0	48.0	10.0	39.0	1.0	4.0	0.0	1.0	9.0	39.0
OSBPL5	10.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSBPL6	115.16666666666669	4.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
OSBPL7	132.83333333333334													
OSBPL8	1777.0	6.0	0.0	0.0	0.0	0.0								
OSBPL9	715.5	6.0	4.0	3.0	1.0	5.0								
OSBPL9P4	0.0													
OSCAR	4.0													
OSCP1	39.333333333333336													
OSER1	891.5	5.0	5.0	1.0	2.0	5.0	0.0	5.0	0.0	1.0	0.0	2.0	0.0	5.0
OSGEP	2092.0	92.0	94.0	34.0	20.0	124.0	68.0	26.0	28.0	6.0	12.0	8.0	96.0	28.0
OSGEPL1	329.8333333333333	21.0	9.0	9.0	5.0	11.0	3.0	6.0	2.0	7.0	1.0	4.0	3.0	8.0
OSGIN1	4.666666666666667													
OSGIN2	243.66666666666663													
OSM	24.33333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSMR	46.66666666666666													
OSR1	0.1666666666666666													
OST4	6484.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
OSTC	4705.833333333333	1.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
OSTCP1	0.8333333333333334													
OSTCP8	5.333333333333333													
OSTF1	5068.833333333333													
OSTF1P1	13.666666666666666													
OSTM1	592.1666666666666													
OTOA	61.16666666666666	6.0	16.0	2.0	1.0	16.0	16.0	0.0	2.0	0.0	1.0	0.0	16.0	0.0
OTOAP1	30.33333333333333													
OTOG	9.666666666666666	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTUB1	4185.5	4.0	1.0	1.0	2.0	1.0								
OTUB2	31.5	23.0	16.0	5.0	4.0	19.0	13.0	3.0	4.0	1.0	2.0	2.0	15.0	4.0
OTUD1	329.1666666666667													
OTUD3	320.1666666666667	1.0	2.0	0.0	0.0	2.0								
OTUD4	724.6666666666666	18.0	9.0	4.0	4.0	7.0								
OTUD4P1	1.0													
OTUD5	13739.5													
OTUD6A	35.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTUD6B	429.3333333333333	13.0	14.0	2.0	2.0	14.0	12.0	2.0	0.0	2.0	0.0	2.0	12.0	2.0
OTUD7A	148.0	1.0	2.0	3.0	0.0	4.0	2.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0
OTUD7B	670.5	2.0	2.0	1.0	2.0	3.0								
OTULIN	320.6666666666667	4.0	3.0	0.0	0.0	3.0								
OTULINL	240.16666666666663													
OVCA2	56.16666666666666	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
OVCH1	2.1666666666666665	2.0	3.0	1.0	1.0	3.0	3.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0
OVGP1	10.5	2.0	6.0	3.0	0.0	6.0	6.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0
OVOL1	8.833333333333334													
OVOL2	1.8333333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OVOL3	0.1666666666666666													
OXA1L	1609.0	52.0	64.0	53.0	23.0	101.0	27.0	37.0	25.0	28.0	8.0	15.0	47.0	54.0
OXCT1	1135.5													
OXCT2	6.5	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
OXCT2P1	1.1666666666666667	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OXLD1	125.16666666666669													
OXNAD1	3136.1666666666665													
OXR1	452.3333333333333	2.0	1.0	0.0	0.0	1.0								
OXSM	215.5	27.0	8.0	2.0	3.0	10.0	1.0	7.0	0.0	2.0	0.0	3.0	1.0	9.0
OXSR1	308.6666666666667	4.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
OXT	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OXTR	6.333333333333333													
P2RX1	7.166666666666667	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
P2RX3	8.666666666666666	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P2RX4	2838.0	1.0	3.0	2.0	1.0	3.0	3.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0
P2RX5	100.83333333333331	4.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
P2RX5-TAX1BP3	506.0	4.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
P2RX6	130.33333333333334	2.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
P2RX7	1516.5	2.0	5.0	2.0	0.0	7.0	5.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0
P2RY1	88.5													
P2RY10	538.5	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P2RY11	102.16666666666669	2.0	3.0	1.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0
P2RY13	7.0	4.0	5.0	2.0	0.0	7.0	5.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0
P2RY14	78.0	26.0	22.0	6.0	4.0	28.0	20.0	2.0	5.0	1.0	4.0	0.0	25.0	3.0
P2RY4	0.1666666666666666													
P2RY6	7.0	3.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P2RY8	656.6666666666666	36.0	29.0	0.0	0.0	29.0	25.0	4.0	0.0	0.0	0.0	0.0	25.0	4.0
P3H1	730.1666666666666													
P3H2	34.833333333333336													
P3H3	17.5													
P3H4	495.6666666666667													
P4HA1	660.8333333333334													
P4HA2	1029.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4HA3	35.166666666666664	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4HB	849.1666666666666													
P4HTM	144.16666666666666	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PA2G4	5625.0													
PA2G4P1	1.5													
PA2G4P2	0.5													
PA2G4P4	54.333333333333336	1.0	1.0	2.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
PA2G4P6	464.0													
PAAF1	1685.3333333333333													
PABPC1	17376.166666666668	43.0	60.0	0.0	1.0	60.0	15.0	45.0	0.0	0.0	0.0	1.0	15.0	45.0
PABPC1L	202.16666666666663	3.0	5.0	0.0	1.0	5.0	5.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0
PABPC1L2A	0.3333333333333333													
PABPC1P1	98.0													
PABPC1P11	7.333333333333333													
PABPC1P2	0.8333333333333334													
PABPC1P3	51.16666666666666													
PABPC1P4	45.333333333333336													
PABPC1P7	1.0													
PABPC3	48.0													
PABPC4	1495.3333333333333	3.0	0.0	0.0	0.0	0.0								
PABPN1	1297.5													
PACC1	127.16666666666669													
PACRG	24.5													
PACRGL	189.66666666666663	3.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PACS1	1056.5													
PACS2	366.8333333333333													
PACSIN1	0.0													
PACSIN2	479.6666666666667	18.0	1.0	3.0	0.0	4.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0
PACSIN3	0.3333333333333333													
PADI1	10.333333333333334	6.0	11.0	3.0	2.0	9.0	11.0	0.0	3.0	0.0	2.0	0.0	9.0	0.0
PADI2	20.33333333333333	4.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
PADI4	168.83333333333334	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PAEP	34.666666666666664	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAF1	382.1666666666667													
PAFAH1B1	1894.1666666666667													
PAFAH1B1P1	1.1666666666666667													
PAFAH1B2	7007.333333333333	10.0	14.0	11.0	2.0	17.0	14.0	0.0	10.0	1.0	2.0	0.0	16.0	1.0
PAFAH1B3	312.6666666666667													
PAFAH2	878.1666666666666	10.0	6.0	0.0	0.0	6.0	2.0	4.0	0.0	0.0	0.0	0.0	2.0	4.0
PAG1	1284.8333333333333	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
PAGE2B	1.0	4.0	7.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
PAGE4	4.166666666666667	4.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
PAGR1	210.16666666666663													
PAICS	1054.3333333333333													
PAICSP1	9.5													
PAICSP5	0.0													
PAICSP6	0.0													
PAIP1	467.6666666666667	1.0	2.0	1.0	0.0	1.0								
PAIP1P1	34.0													
PAIP2	2821.833333333333	9.0	2.0	2.0	2.0	4.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	4.0
PAIP2B	181.5	6.0	11.0	5.0	5.0	13.0	6.0	5.0	3.0	2.0	2.0	3.0	9.0	4.0
PAK1	960.3333333333334	21.0	3.0	2.0	0.0	5.0	3.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0
PAK1IP1	643.5													
PAK2	1772.0	9.0	6.0	4.0	2.0	10.0	5.0	1.0	2.0	2.0	0.0	2.0	7.0	3.0
PAK3	86.33333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAK4	190.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PAK6	48.833333333333336	2.0	2.0	2.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0
PALB2	286.5													
PALD1	40.66666666666666	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
PALLD	47.66666666666666	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PALM	69.33333333333333	4.0	7.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
PALM2AKAP2	222.0													
PALM3	0.5	1.0	1.0	0.0	0.0	1.0								
PALMD	4.833333333333333	2.0	4.0	1.0	0.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0
PAM	454.0	49.0	25.0	14.0	6.0	33.0	7.0	18.0	1.0	13.0	0.0	6.0	8.0	25.0
PAM16	342.1666666666667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAN2	645.0	11.0	3.0	2.0	5.0	5.0	1.0	2.0	1.0	1.0	1.0	4.0	2.0	3.0
PAN3	5368.166666666667	10.0	6.0	2.0	2.0	8.0	1.0	5.0	0.0	2.0	0.0	2.0	1.0	7.0
PANK1	78.5													
PANK2	324.1666666666667	2.0	3.0	1.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
PANK3	1089.0													
PANK4	351.0	2.0	4.0	1.0	0.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0
PANO1	127.83333333333331													
PANX1	67.5													
PANX2	1.5													
PAOX	10.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAPLN	214.33333333333331	1.0	2.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
PAPOLA	2438.333333333333													
PAPOLB	0.1666666666666666													
PAPOLG	923.1666666666666	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAPPA	1.3333333333333333													
PAPPA2	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAPSS1	3027.833333333333													
PAPSS2	10.333333333333334													
PAQR3	104.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAQR4	18.166666666666668													
PAQR5	34.166666666666664	1.0	3.0	4.0	0.0	3.0	3.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0
PAQR6	36.5	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
PAQR7	437.3333333333333	2.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
PAQR8	129.66666666666666	22.0	22.0	8.0	1.0	22.0	13.0	9.0	5.0	3.0	0.0	1.0	13.0	9.0
PAQR9	0.0													
PARD3	107.16666666666669	4.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PARD3B	10.833333333333334													
PARD6A	228.83333333333331													
PARD6B	1177.0													
PARD6G	103.33333333333331	5.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
PARG	293.0													
PARGP1	200.33333333333331													
PARK7	5016.5	1.0	2.0	0.0	0.0	2.0								
PARL	334.6666666666667	2.0	1.0	0.0	1.0	1.0								
PARM1	4.0	3.0	7.0	4.0	0.0	11.0	7.0	0.0	4.0	0.0	0.0	0.0	11.0	0.0
PARN	1696.8333333333333	7.0	5.0	0.0	1.0	5.0	2.0	3.0	0.0	0.0	1.0	0.0	2.0	3.0
PARP1	1954.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
PARP10	96.33333333333331	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP11	1165.1666666666667	6.0	8.0	6.0	6.0	13.0	1.0	7.0	3.0	3.0	2.0	4.0	3.0	10.0
PARP12	194.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PARP14	2712.1666666666665	1.0	0.0	0.0	0.0	0.0								
PARP15	688.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0
PARP16	153.5	5.0	8.0	0.0	1.0	8.0	7.0	1.0	0.0	0.0	1.0	0.0	7.0	1.0
PARP1P1	5.0													
PARP2	209.16666666666663	1.0	4.0	0.0	2.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0
PARP3	295.0													
PARP4	2199.6666666666665													
PARP4P1	4.166666666666667													
PARP4P2	6.5													
PARP6	590.5	1.0	0.0	0.0	0.0	0.0								
PARP8	850.0	4.0	3.0	1.0	1.0	4.0								
PARP9	1654.8333333333333													
PARPBP	39.5													
PARS2	148.33333333333334	3.0	2.0	3.0	2.0	4.0								
PARVA	116.83333333333331	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PARVB	471.1666666666667	1.0	2.0	0.0	0.0	2.0								
PARVG	3084.0	2.0	3.0	0.0	0.0	3.0								
PASK	228.0													
PATE2	9.833333333333334	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
PATE4	33.333333333333336													
PATJ	1737.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PATL1	294.6666666666667	1.0	0.0	1.0	1.0	1.0								
PATL2	430.3333333333333	31.0	18.0	10.0	6.0	21.0	13.0	5.0	4.0	6.0	2.0	4.0	13.0	8.0
PATZ1	308.8333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAWR	729.3333333333334													
PAX3	1.3333333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX5	7.5	4.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PAX6	9.166666666666666	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX8	32.333333333333336	14.0	4.0	0.0	0.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0
PAXBP1	436.5													
PAXIP1	308.8333333333333	2.0	10.0	2.0	3.0	8.0	4.0	6.0	1.0	1.0	1.0	2.0	4.0	4.0
PAXX	400.5													
PBDC1	980.8333333333334	1.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
PBK	11.5													
PBLD	77.16666666666667	8.0	9.0	1.0	3.0	8.0	8.0	1.0	1.0	0.0	2.0	1.0	7.0	1.0
