disease	CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	CD4_1M_50K_5kb_within_newbmap_CHiCAGO_peakm_PIR_intersect_RE	CD4_1M_50K_merged_reweighting_peakmatrix_score5_PIR_intersect_RE	ILC3_merged_bin5K_score5_PIR_intersect_RE	ILC_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE
Moderate or severe diarrhoea in darapladib treated cardiovascular disease  time to event	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Moderate to vigorous physical activity levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Modified Stumvoll Insulin Sensitivity Index  BMI interaction	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Monobrow	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Monocyte chemoattractant protein 1 levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Monocyte count	4.577954896171439	2.8235000233587235	0.28538327204659963	2.6129839387710314	2.063406799367225
Monocyte percentage of white cells	3.2619992944165426	1.2366339065742091	0.28538327204659963	2.3451182597303557	3.3421410023859583
Morning person	0.18555653619180743	0.38687587968402687	0.28538327204659963	0.21807557628687838	0.16108740401472085
Morning vs  evening chronotype	0.2159607741497301	0.3551924196119424	0.28538327204659963	0.34666623394554186	0.2031227503419761
Mosquito bite size	0.442886456967127	0.20388645158296548	0.9989885600423335	0.21807557628687838	0.2031227503419761
Motion sickness	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Mouth ulcers	2.8294704373561843	1.747706648930068	1.1640405256213706	3.4857446855716616	5.232802419894659
Mucinous ovarian carcinoma	0.16954933133994202	0.24320713205581243	0.28538327204659963	0.21807557628687838	0.2031227503419761
Multiple myeloma	0.16201522243753047	0.08214291747592715	0.28538327204659963	0.21807557628687838	0.2626002941634616
Multiple myeloma and monoclonal gammopathy	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Multiple sclerosis	7.3039745351384875	4.929294870748197	0.28538327204659963	3.8429355681260238	2.077338421216686
Myasthenia gravis	0.16201522243753047	0.182501514087534	0.28538327204659963	0.34666623394554186	0.2452665533678465
Myeloid white cell count	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Myocardial infarction	0.17605720898881103	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.18165220359195966
Myocardial infarction  early onset	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Myopia	0.13105071842753338	0.04877256945246841	0.28538327204659963	0.21807557628687838	0.2031227503419761
Myopia  age of diagnosis	0.11501011189787505	0.08415547321928613	0.28538327204659963	0.11984030511241577	0.0633423428929728
Myopia  pathological	0.16201522243753047	0.19686232281350227	0.28538327204659963	0.21807557628687838	0.2031227503419761
N glycan levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.38276570394763487
Nasal polyps	2.0232796561297874	4.7545772388040355	0.28538327204659963	2.562588445956926	0.6451038997601326
Neonatal cytokine chemokine levels  fetal genetic effect	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Neuroblastoma	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Neurociticism	0.008817364380756	0.04764035037328599	0.393117657818693	0.004507546117933089	0.0013755645020762796
Neuroticism	4.34294699063126e-07	0.0019998752166542726	0.08899493965804167	0.0005686441529027947	4.34294699063126e-07
Neuroticism  MTAG	0.0858458188401907	0.14617848780828366	1.0867858054170323	0.21807557628687838	0.2031227503419761
Neutrophil count	0.16201522243753047	0.1804332961296298	0.8262257670298631	0.21807557628687838	0.2031227503419761
Neutrophil percentage of granulocytes	7.224617339656501	7.244832702287455	2.042966637304311	0.9966016210231311	0.6829664372970744
Neutrophil percentage of white cells	2.3601023881125305	0.6466220689328939	0.28538327204659963	1.2140620904092545	1.5884674010725204
Nevus count	0.2786018494433196	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Nevus count or cutaneous melanoma	1.0103498887476121	0.38687587968402687	0.28538327204659963	0.21807557628687838	0.19402943162837502
Nodular sclerosis Hodgkin lymphoma	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Non glioblastoma glioma	2.9612462080544355	2.024241778352768	0.28538327204659963	1.9635463247142968	1.9532536700940588
Non melanoma skin cancer	0.16572595495792855	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.196590751517273
Normal facial asymmetry  angle of surface orientation score	0.16201522243753047	0.2097069921917584	0.28538327204659963	0.21807557628687838	0.42329305173729526
Nose size	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Number of sexual partners	4.34294699063126e-07	0.005469821147030517	0.28538327204659963	0.21807557628687838	0.15194988970551088
Obese vs  thin	0.15467073071080875	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Obesity	0.09140680413726876	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Obesity  early onset extreme	0.1970661683974728	0.277825658250434	0.28538327204659963	0.21807557628687838	0.2031227503419761
Obesity  extreme	0.11101295014304903	0.14651088016853003	0.28538327204659963	0.21807557628687838	0.2031227503419761
Optic cup area	0.13025932740885	0.1804332961296298	0.28538327204659963	0.10910243175381035	0.07719264180256295
Optic disc area	0.060427352896042306	0.10396919918382078	0.28538327204659963	0.09958495519812152	0.06994526785064885
Oral cavity and pharyngeal cancer	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Oral cavity cancer	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.8402997067510368	0.6846583398511822
Orofacial clefts	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Osteoarthritis	1.0612468118780891	1.648785037258943	3.3025896236349066	0.358274295639907	0.2031227503419761
Osteoarthritis  hip	0.16201522243753047	0.585831457248255	0.28538327204659963	0.047155693894117945	0.10462685875991579
Osteoarthritis of the hip or knee	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Ovarian cancer	0.2726718239151232	0.43790258619413064	0.5720850247864954	0.21807557628687838	0.1777223528896557
P wave duration	0.0823859052628076	0.09836689165686034	0.28538327204659963	0.21807557628687838	0.2031227503419761
P wave terminal force	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
PR interval	0.1437613822647792	0.1804332961296298	0.28538327204659963	0.1195936778522793	0.07555384525798028
PR segment	0.11544166204463649	0.1804332961296298	1.239157387776102	0.21807557628687838	0.2031227503419761
Paget s disease	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Palmitoleic acid  16 1n 7  levels	0.42945317577646125	0.5078810528198994	0.28538327204659963	0.21807557628687838	0.2031227503419761
Pancreatic cancer	0.16201522243753047	0.21794171946864868	0.28538327204659963	0.21807557628687838	0.2031227503419761
Parental lifespan	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.3112359768857861	0.2031227503419761
Parental longevity  combined parental age at death	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Parental longevity  combined parental attained age  Martingale residuals	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Parental longevity  father s attained age	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Parental longevity  mother s attained age	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Parkinson s disease	0.18048301318758575	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Peak expiratory flow	0.03602688468662742	0.051869581024930465	0.28538327204659963	0.10415966314739815	0.05292493639106699
Pediatric autoimmune diseases	2.4512023451417297	3.4855312237334948	0.28538327204659963	2.562588445956926	2.213243452513899
Percent mammographic density	0.29523808405211005	0.32680558042527813	0.28538327204659963	0.21807557628687838	0.2031227503419761
Periodontal disease related phenotypes	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Peripheral arterial disease  traffic related air pollution interaction	0.08816205174711837	0.14651088016853003	0.5259803458319297	0.21807557628687838	0.2031227503419761
Phospholipid levels  plasma	0.0823859052628076	0.11181156838189743	0.28538327204659963	0.21807557628687838	0.2031227503419761
Phosphorus levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Photic sneeze reflex	4.34294699063126e-07	0.008056787950159558	0.28538327204659963	0.21807557628687838	0.2031227503419761
Plantar warts	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Plasma homocysteine levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Plasma homocysteine levels  post methionine load test	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Plasma omega 3 polyunsaturated fatty acid levels  docosapentaenoic acid	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2034006574201086
Platelet count	2.080646179765931	2.3079531559530424	0.28538327204659963	2.10270178862964	2.9260551902339405
Platelet derived growth factor BB levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Platelet distribution width	3.939186932690025	2.024241778352768	0.28538327204659963	3.4857446855716616	3.994338709275511
Plateletcrit	1.348270509252412	0.9674182221943762	0.28538327204659963	1.1621957457894048	2.2529228520792897
Polychlorinated biphenyl levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Polycystic ovary syndrome	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Positive affect	4.34294699063126e-07	0.031249449335745198	0.28538327204659963	0.035201612846016694	0.009754574007838567
Post bronchodilator FEV1	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Post bronchodilator FEV1 FVC ratio	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Prevalent atrial fibrillation	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Primary biliary cholangitis	3.2619992944165426	0.6466220689328939	0.5259803458319297	1.1176532374636834	0.7522870939180202
Primary biliary cirrhosis	2.9121504345275873	0.6023189728973367	0.28538327204659963	0.9415129019033757	0.6677457184967103
Primary sclerosing cholangitis	5.484750780923848	1.648785037258943	0.28538327204659963	5.441434546278943	5.388405211913102
Primary tooth development  number of teeth	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Primary tooth development  time to first tooth eruption	0.14264054489876338	0.1804332961296298	1.0722489106912834	0.21807557628687838	0.2031227503419761
Progressive supranuclear palsy	0.08149638156546063	0.10167517914220366	0.28538327204659963	0.29727246265647267	0.2034006574201086
Proinsulin levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Prostate cancer	0.4272285182059002	0.38687587968402687	0.20593170722808393	0.21807557628687838	0.2031227503419761
Prostate specific antigen levels	0.08819692595678734	0.14276290661917393	0.28538327204659963	0.1499062462665088	0.2031227503419761
Prostate specific antigen levels  conditioned on lead SNPs	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Protein C levels	0.6878279639749014	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Protein quantitative trait loci	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Psoriasis	0.7233240885826521	0.9086958809872676	0.28538327204659963	0.5015401324850911	0.2648455641604959
Psoriasis vulgaris	0.10457731423848592	0.056201012609157545	0.3679464935066745	0.21807557628687838	0.2031227503419761
Psoriatic arthritis	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Pubertal anthropometrics	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Pulmonary function	0.014199314784231585	0.038055349459860215	0.28538327204659963	0.21807557628687838	0.2031227503419761
Pulmonary function  smoking interaction	0.02354046393259331	0.04361095370476746	0.28538327204659963	0.21807557628687838	0.2031227503419761
Pulse pressure	0.34450077321701816	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Pulse pressure x alcohol consumption  light vs heavy  interaction  2df test	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Pulse pressure x alcohol consumption interaction  2df test	0.014199314784231585	0.038055349459860215	0.28538327204659963	0.21807557628687838	0.2031227503419761
Putamen volume	0.16201522243753047	0.1804332961296298	1.148651390459274	0.21807557628687838	0.2031227503419761
QRS complex  12 leadsum	0.27105560801902484	0.38892720620609555	0.28538327204659963	0.21807557628687838	0.2031227503419761
QRS complex  Cornell	0.15575697302104113	0.1804332961296298	0.9499699315978968	0.21807557628687838	0.2031227503419761
QRS complex  Sokolow Lyon	0.44031069620997143	0.1804332961296298	2.6547492753760498	0.21807557628687838	0.2031227503419761
QRS duration	0.08255924355302695	0.06917804920257979	0.28538327204659963	0.13100253648680196	0.07719264180256295
QT interval	0.112264960428208	0.1804332961296298	0.28538327204659963	0.044699762662339826	0.0633423428929728
RR interval  heart rate	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Reaction time	0.16201522243753047	0.22686362844240845	0.28538327204659963	0.031179272078884875	0.014779806698762188
Red blood cell count	4.163096982691499	1.3880620153677248	0.28538327204659963	1.0954634752204722	1.9441542166786627
Red blood cell traits	0.9737192450912417	0.1804332961296298	0.28538327204659963	0.3875093380392929	0.6522958028854944
Red cell distribution width	1.4529550592809597	0.48464637887422585	0.5219070976130961	0.16390367780768758	0.2031227503419761
Red vs  brown black hair color	0.11187169514722724	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.11918559535305723
Refractive error	0.04798543574212268	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Regular attendance at a gym or sports club	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Regular attendance at a pub or social club	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Regular attendance at a religious group	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Renal cell carcinoma	0.1012801662201189	0.1804332961296298	0.9837430609196839	0.21807557628687838	0.27528047598219846
Response to TNF inhibitor in rheumatoid arthritis  change in swollen 28 joint count	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Response to anti retroviral therapy  ddI d4T  in HIV 1 infection  Grade 3 peripheral neuropathy	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Response to antipsychotic treatment	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Resting heart rate	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.08414164970267674	0.2031227503419761
Restless legs syndrome	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Reticulocyte count	0.16201522243753047	0.0979604369116627	0.28538327204659963	0.21807557628687838	0.2031227503419761
Reticulocyte fraction of red cells	0.16201522243753047	0.051869581024930465	0.28538327204659963	0.1440139427188349	0.5240479147680841
Rheumatoid arthritis	4.077535713825025	2.655850897103382	0.28538327204659963	2.831188464308778	1.188838781224459
Rheumatoid arthritis  ACPA positive	7.482258204468956	3.7405478858434438	0.28538327204659963	4.553201775537186	2.565987342985373
Risk taking tendency  4 domain principal component model	0.05136036306609092	0.042387894998819176	0.24424082617466955	0.03685532053656196	0.014779806698762188
Risky sexual behaviors  alcohol dependence interaction	0.352817877743818	0.4473941891227146	0.28538327204659963	0.21807557628687838	0.2031227503419761
Rosacea symptom severity	0.16201522243753047	0.18670810719673817	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sarcoidosis	0.34450077321701816	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Schizophrenia	0.12143597666153427	0.1804332961296298	0.28538327204659963	0.13117439557752647	0.08740737156089855
Schizophrenia  schizoaffective disorder or bipolar disorder	0.16201522243753047	0.1804332961296298	2.6845555863307022	0.21807557628687838	0.2031227503419761
Schizophrenia or bipolar disorder	1.0103498887476121	0.3551924196119424	1.1729026788476515	0.21807557628687838	0.2031227503419761
Sedentary behaviour duration	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Selective IgA deficiency	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Self rated health	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Self reported allergy	0.18555653619180743	0.347577656888173	0.28538327204659963	0.9313021020681146	0.6328320546888553
Self reported math ability	4.34294699063126e-07	8.68589832373386e-07	0.28538327204659963	0.019897532094348514	0.0071426117372186595
Self reported math ability  MTAG	4.34294699063126e-07	8.68589832373386e-07	0.19165678167503522	0.010758264246793435	4.34294699063126e-07
Self reported risk taking behaviour	0.030114253766034427	0.02365477503397372	0.28538327204659963	0.18799475327545712	0.12663212729251455
Serous invasive ovarian cancer	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.15169190326691373	0.2031227503419761
Serum 25 Hydroxyvitamin D levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Serum albumin level	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Serum metabolite concentrations in chronic kidney disease	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Serum metabolite levels	0.10897420570742028	0.12611377663074555	0.28538327204659963	0.6765830412131207	0.6857066288918816
Serum metabolite ratios in chronic kidney disease	0.1072773609224058	0.17592376488288636	0.28538327204659963	0.21807557628687838	0.2031227503419761
Serum parathyroid hormone levels	0.2417636939309052	0.40487560892359903	0.28538327204659963	0.21807557628687838	0.2031227503419761
Serum prostate specific antigen levels	0.16201522243753047	0.20590184125882457	0.28538327204659963	0.21807557628687838	0.2031227503419761
Serum total cholesterol levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Serum uric acid levels	0.014199314784231585	0.03463521883507181	0.28538327204659963	0.10154948718622708	0.06500318704494891
Severe influenza A  H1N1  infection	0.15430266929416073	0.08753091840194888	0.28538327204659963	0.19473624327778086	0.14861166294487127
Severity of nausea and vomiting of pregnancy	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sex hormone binding globulin levels	0.06763872907543023	0.10167517914220366	0.28538327204659963	0.21807557628687838	0.17183567631928096
Sex hormone levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Shingles	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sitting height ratio	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sjögren s syndrome	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Skin  hair and eye pigmentation  multivariate analysis	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Skin colour saturation	0.19330656447830596	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Skin pigmentation	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sleep duration	0.015547539909091678	0.03422280779821944	0.2620559090245917	0.023496002753802217	0.10288272957101217
Sleep duration  long sleep	0.12251631787286967	0.16174151694815786	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sleep duration  short sleep	0.08378095947136689	0.04877256945246841	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sleep traits  multi trait analysis	0.21940945132552747	0.3470605250686295	0.28538327204659963	0.7165717059717686	0.5552941601568577
Smoking behavior	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Smoking behaviour  cigarettes smoked per day	0.08547321871054112	0.07752689537074431	0.28538327204659963	0.0621288580929621	0.08886987198697444
Smoking cessation	0.03975462788564952	0.059374476135115636	0.28538327204659963	0.21807557628687838	0.2031227503419761
Smoking cessation  MTAG	0.05355554883619113	0.06917804920257979	0.28538327204659963	0.1499062462665088	0.08248265673623555
Smoking initiation	0.0500503256995599	0.10641168866322806	0.28538327204659963	0.08173627578831653	0.04877315019220337
Smoking initiation  ever regular vs never regular	4.34294699063126e-07	8.68589832373386e-07	0.18356534204990696	3.5613607693949916e-05	4.34294699063126e-07
Smoking initiation  ever regular vs never regular   MTAG	4.34294699063126e-07	8.68589832373386e-07	0.28538327204659963	3.5613607693949916e-05	4.34294699063126e-07
Smoking status  ever vs never smokers	4.34294699063126e-07	8.68589832373386e-07	0.22542713640917303	0.0005686441529027947	4.34294699063126e-07
Social science traits  pleiotropy   HIPO component 1	0.1637470158160881	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Spherical equivalent	0.0858458188401907	0.04877256945246841	0.31015695871309745	0.15430643688119428	0.1087318800994294
Spherical equivalent  joint analysis main effects and education interaction	0.16201522243753047	0.044427624482143276	0.28538327204659963	0.12185704087981186	0.08594997387202297
Spherical equivalent or myopia  age of diagnosis	0.04101785362377725	0.027972889712261317	0.24640169347684504	0.08048746423821351	0.04225313725809045
Sphingolipid levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sporadic neuroblastoma	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Squamous cell carcinoma	0.21940945132552747	0.2935694901012913	0.28538327204659963	0.21807557628687838	0.2031227503419761
Squamous cell lung carcinoma	1.1099312882564423	1.3890202212027536	0.28538327204659963	0.5186633049107845	0.38276570394763487
Stem cell growth factor beta levels	0.442886456967127	0.5944303630809384	0.28538327204659963	1.6780519706789614	1.2620861208998533
Strenuous sports or other exercises	0.3281098864170919	0.38774613553255893	0.28538327204659963	0.21807557628687838	0.2031227503419761
Stroke	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Stroke  ischemic	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Subclinical trait of interstitial lung disease  basilar peel core ratio of high attentuation areas on CT scan	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Subcortical brain region volumes	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.14129956502750016	0.09736561144240102
Subcutaneous adipose tissue	0.16201522243753047	0.18670810719673817	0.28538327204659963	0.21807557628687838	0.2031227503419761
Subjective well being	0.3281098864170919	0.476069255778163	0.28538327204659963	0.16390367780768758	0.10579438507498899
Subjective well being  MTAG	0.0858458188401907	0.09836689165686034	0.5074753774647472	0.19474026011706108	0.1196018168012769
Sudden cardiac arrest	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Suffering from nerves	0.1199311671379113	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sulfasalazine induced agranulocytosis	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Sum basophil neutrophil counts	0.16201522243753047	0.19950771337859	0.9989885600423335	0.21807557628687838	0.24174986115549105
Sum eosinophil basophil counts	10.461170228574296	8.46994579560014	1.6685717023871993	1.557165585880213	1.8975773941527907
Sum neutrophil eosinophil counts	0.16201522243753047	0.3551924196119424	0.28538327204659963	0.21807557628687838	0.2031227503419761
Systemic lupus erythematosus	5.828777960331575	1.6014477673518894	0.28538327204659963	2.410720707947053	2.543436782421491
Systemic lupus erythematosus and Systemic sclerosis	0.42945317577646125	0.1804332961296298	0.28538327204659963	0.3766378464796299	1.1912874129379134
Systemic lupus erythematosus or rheumatoid arthritis	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Systemic sclerosis	1.0372310144483192	0.44469360591640883	0.28538327204659963	0.21807557628687838	0.2031227503419761
Systemic seropositive rheumatic diseases  Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies	1.2991804287721267	0.3216218701833181	0.28538327204659963	0.21807557628687838	0.2031227503419761
Systolic blood pressure	0.3772591669807006	0.30281790907682987	0.28538327204659963	0.21807557628687838	0.2031227503419761
Systolic blood pressure  cigarette smoking interaction	0.030595742575607553	0.056201012609157545	0.28538327204659963	0.21807557628687838	0.2031227503419761
Systolic blood pressure x alcohol consumption  light vs heavy  interaction  2df test	0.05136036306609092	0.07976583132100168	0.28538327204659963	0.21807557628687838	0.2031227503419761
Systolic blood pressure x alcohol consumption interaction  2df test	0.07770435579672351	0.026152630689815017	0.28538327204659963	0.08048746423821351	0.05292493639106699
Systolic blood pressure x smoking status  current vs non current  interaction  2df test	0.16201522243753047	0.04261100456246074	0.28538327204659963	0.11984030511241577	0.2031227503419761
Systolic blood pressure x smoking status  ever vs never  interaction  2df test	0.1703627461015553	0.04895399206720561	0.28538327204659963	0.13564939763312067	0.2031227503419761
TB LM or TBLH BMD  pleiotropy	0.08255924355302695	0.11422623568890546	0.28538327204659963	0.21807557628687838	0.2031227503419761
TRAIL levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Takayasu arteritis	2.403760269570819	0.4101591577556665	0.28538327204659963	0.21807557628687838	0.2031227503419761
Tanning	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Telomere length	0.2352047350108254	0.347577656888173	7.893732980340325	0.21807557628687838	0.2031227503419761
Testicular germ cell cancer	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Testicular germ cell tumor	0.1592901938025288	0.1804332961296298	0.28538327204659963	0.19474026011706108	0.12490976598701582
Thrombosis	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Thyroid cancer	1.9582484898766654	0.9301084635362167	2.042966637304311	0.8115586785335998	0.553115716404403
Thyroid hormone levels	0.03143250799336094	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Thyroid stimulating hormone levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Tonsillectomy	1.2735463390963595	0.9915651097999081	0.28538327204659963	1.5714060095517595	0.5272034538140049
Total body bone mineral density	0.16201522243753047	0.14022304784122153	0.28538327204659963	0.21807557628687838	0.2031227503419761
Total body bone mineral density  age 0 15	0.13011257485976097	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Total body bone mineral density  age 30 45	0.16201522243753047	0.19686232281350227	0.28538327204659963	0.21807557628687838	0.2031227503419761
Total body bone mineral density  age 45 60	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Total body bone mineral density  age over 60	0.11258901322541186	0.1804332961296298	0.28538327204659963	0.15169190326691373	0.10753762819872041
Total cholesterol levels	2.3601023881125305	0.3551924196119424	0.28538327204659963	0.21807557628687838	0.2031227503419761
Total cholesterol levels in LDL	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Total hippocampal volume	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
